ID,IV,A,TR,QV,SO,F3,F6,F9,S1,S3,S6,S7,S9,PI,PP,P6,P12,RF1,RF2,RF3,RF4,RF5,Target
2804067,581,1,8,0,0,0,0,0,0,1,1,27,2,0,0,0.92,0.91,0,0,0,1,0,0
1196872,0,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0.98,0.93,1,0,0,1,0,1
1112461,0,0,2,0,0,5,5,5,0,0,0,27,0,0,0,0,0,1,0,1,1,0,1
2136067,143,87,16,2,0,72,216,336,29,142,290,27,420,0,0,0.66,0.63,0,0,0,1,0,0
2033215,0,4,8,30,0,0,30,30,2,11,18,27,26,0,0,0.97,0.97,0,0,0,1,0,0
1262506,6,2,8,0,0,4,7,10,5,12,25,27,45,0,0,0.98,0.96,0,0,0,1,0,1
3123801,107,26,2,11,0,48,136,180,49,94,181,27,206,0,0,0.79,0.89,0,0,1,1,0,0
1657420,5,1,NA,0,0,0,52,78,4,23,42,27,62,0,0,-99,-99,1,0,0,0,0,1
1912386,605,379,8,132,0,1638,3087,4599,408,1607,3455,27,5218,0,0,0.99,0.99,0,0,0,1,0,0
2292472,79,35,8,15,0,60,100,125,13,47,101,27,162,0,0,0.92,0.9,0,0,0,1,0,0
3163072,0,0,2,0,0,20,20,40,3,8,20,27,35,0,0,0.12,0.1,0,0,1,1,0,1
1952409,56,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.86,0.77,0,0,0,1,0,0
1280596,6,0,2,0,0,0,0,0,0,1,1,27,1,0,0,1,0.99,1,0,0,1,0,1
3046048,6,1,8,0,0,0,0,0,0,0,0,27,0,0,0,1,0.9,0,0,0,1,0,0
1819127,8,0,8,0,0,0,0,0,0,0,3,27,3,0,0,0.8,0.83,0,0,0,1,0,0
2933659,373,2,8,0,0,0,0,0,8,9,9,27,17,0,0,0.57,0.61,1,0,0,1,0,0
2035837,220,33,8,3,0,0,0,0,13,44,93,27,155,0,0,0.98,0.98,0,0,0,1,0,0
2062172,172,1,2,0,0,0,0,0,0,1,2,27,2,0,0,0.12,0.06,0,0,0,1,0,0
2953340,1,0,12,0,0,1,1,1,0,0,1,27,1,0,0,0.73,0.79,0,0,0,1,0,0
3006824,22,1,2,0,0,0,0,0,0,2,4,27,9,0,0,0.86,0.56,1,0,0,1,0,0
1639076,44,4,8,2,0,0,0,0,3,7,13,27,26,0,0,0.99,0.99,0,0,0,1,0,0
1210704,-171,45,NA,4,0,0,0,0,66,183,325,27,462,0,0,-99,-99,0,0,0,0,0,1
1278694,1,2,NA,0,0,0,0,0,0,0,0,27,0,0,0,-99,-99,0,0,1,1,0,0
2297640,8,3,2,0,0,2,6,8,0,5,6,27,12,0,0,0.99,0.92,0,0,0,1,0,1
2239437,12,0,2,0,0,5,20,30,2,5,13,27,18,0,0,0.64,0.52,1,0,0,1,0,0
3043390,0,2,8,0,0,1,1,2,2,2,3,27,3,0,0,0.82,0.81,0,0,1,1,0,0
2298772,0,1,NA,0,0,0,0,0,0,0,0,27,0,0,0,-99,-99,0,0,0,1,0,0
1424272,1,0,12,0,0,12,17,29,1,10,21,27,30,0,0,0.08,0.12,0,0,0,1,0,1
2262862,39,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.97,0.91,0,0,0,1,0,0
1294195,21,0,2,2,0,94,143,192,20,44,79,27,109,0,0,0.66,0.6,0,0,0,1,0,0
2096545,0,0,2,0,0,8,14,17,0,0,0,27,0,0,0,0.66,0.63,1,0,0,1,0,1
1185242,0,0,8,0,0,10,17,29,6,14,25,27,41,0,0,1,0.92,0,0,0,1,0,0
1922793,8,15,4,0,0,38,56,74,6,20,39,27,55,0,0,0.73,0.78,0,0,0,1,0,1
1402360,0,0,12,0,0,500,500,500,11,31,44,27,60,0,0,0.95,0.86,0,0,0,1,0,1
1466132,3,1,8,0,0,3,6,6,2,4,6,27,6,0,0,0.86,0.88,0,0,0,1,0,1
1614743,0,0,6,0,0,13,20,34,0,6,9,27,15,0,0,0.78,0.78,0,0,1,1,0,1
1235965,8,4,12,0,0,0,0,0,0,1,2,27,3,0,0,0.56,0.72,0,0,0,1,0,1
1179175,8,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.93,0.97,0,0,0,1,0,0
1363235,-30,114,2,92,39,522,879,1283,324,615,1004,27,1300,0,109,0.29,0.34,0,0,1,1,0,1
1447722,40,22,2,0,0,40,80,120,19,56,106,27,150,0,0,0.96,0.9,0,0,0,1,0,0
1877742,7,0,9,0,0,0,0,0,0,0,2,27,3,0,0,0.86,0.84,0,0,0,1,0,0
3141885,4997,19,NA,4,0,0,0,0,8,44,104,27,203,0,0,-99,-99,0,0,1,1,0,0
1123746,64,94,8,0,11,210,385,545,145,319,398,27,534,0,0,0.89,0.93,0,0,1,1,0,1
2153769,0,1,2,0,0,14,14,14,0,0,0,27,0,0,0,0.7,0.43,1,0,0,1,0,1
2135829,4,0,2,0,0,12,24,32,6,13,23,27,41,0,0,0.93,0.9,0,0,0,1,0,0
1274641,2087,583,4,1280,0,2700,6200,9310,1042,3257,5800,27,9583,0,0,0.89,0.93,0,0,0,1,0,0
2105126,9,2,8,0,0,24,40,56,6,20,30,27,64,0,0,0.55,0.37,0,0,0,1,0,1
2035843,4,0,8,0,0,4,8,12,1,6,10,27,11,0,0,0.97,0.98,0,0,0,1,0,0
2808682,16477,1,8,0,0,0,0,0,0,0,0,27,0,0,0,1,0.99,0,0,0,1,0,0
2248542,14,2,8,0,0,0,5,15,0,1,2,27,2,0,0,0.97,0.97,0,0,0,1,0,0
1617017,18,0,9,0,0,0,0,0,0,0,0,27,0,0,0,0.99,0.99,0,0,0,1,0,0
1796914,4,1,8,0,0,0,0,0,0,0,0,27,2,0,0,0.42,0.36,0,0,0,1,0,0
1281635,11,0,2,32,0,40,80,120,18,64,115,27,151,0,0,0.99,0.98,0,0,1,1,0,1
1463691,0,0,NA,0,0,0,0,0,0,0,0,27,0,0,0,-99,-99,0,0,0,1,0,0
2252388,203,0,2,0,0,0,0,0,0,2,4,27,8,0,0,0.95,0.98,0,0,0,1,0,0
3108140,273,1,8,0,0,0,0,0,0,0,0,27,8,0,0,1,0.87,0,0,1,1,0,0
2268118,5,0,12,0,0,0,0,0,0,0,0,27,0,0,0,0.57,0.7,1,0,0,1,0,0
1400969,0,0,NA,0,0,0,0,0,0,0,0,27,0,0,0,-99,-99,0,0,0,1,0,1
1408863,14,0,9,0,0,0,0,1,0,2,4,27,9,0,0,0.91,0.77,0,0,0,1,0,0
1360484,299,595,8,0,0,1120,1680,2240,313,1082,2029,27,2906,0,0,0.13,0.09,0,0,1,1,0,1
1825265,186,10,8,0,0,0,216,216,17,84,178,27,272,0,0,0.83,0.83,0,0,0,1,0,0
1984832,1,2,12,0,1,50,80,100,10,33,53,27,92,0,0,0.86,0.74,0,0,0,1,0,1
1315781,1,0,12,4,0,0,0,4,0,0,4,27,5,0,0,0.62,0.73,1,0,0,0,0,0
2979920,197,51,9,54,0,100,200,375,44,136,280,27,421,0,0,0.99,0.99,0,0,0,1,0,0
1506540,5,1,9,0,0,0,0,0,0,0,0,27,1,0,0,0.03,0.1,0,0,0,1,0,0
1660672,3,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0.8,0.82,1,0,0,1,0,0
1839126,0,1,8,0,0,0,0,0,0,0,0,27,0,0,0,0.67,0.69,0,0,0,1,0,0
1731473,0,0,8,0,0,3,4,6,2,3,4,27,4,0,0,0.99,0.99,0,0,0,1,0,1
2263405,2,0,12,0,0,0,0,0,0,0,0,27,0,0,0,0.57,0.7,0,0,0,1,0,0
2289736,41,35,9,1,0,30,54,78,6,26,51,27,75,0,0,0.99,0.98,0,0,0,1,0,0
2303596,43,24,8,0,0,54,54,108,7,24,56,27,79,0,0,0,0.07,0,0,0,1,0,0
2992562,16,22,NA,0,0,0,0,0,2,10,20,27,31,0,0,-99,-99,1,0,0,1,0,0
1802988,2,1,8,0,0,0,0,0,0,0,0,27,1,0,0,0.56,0.46,0,0,1,1,0,0
1799139,26,1,2,0,0,0,0,0,0,4,8,27,8,0,0,0.99,0.99,0,0,1,1,0,1
2242133,2,2,9,0,0,0,0,0,0,0,0,27,0,0,0,0.99,0.99,0,0,0,1,0,0
1747928,3,0,4,0,0,0,0,0,0,0,0,27,0,0,0,0.73,0.78,0,0,0,1,0,0
1123333,36,0,9,0,0,0,0,0,0,0,0,27,0,0,0,0.34,0.41,0,0,0,1,0,0
1143239,16,43,8,0,0,118,190,262,13,61,125,27,178,0,0,0.74,0.76,0,0,0,1,0,1
1929979,49,1,8,0,0,0,0,0,8,11,14,27,22,0,0,0.84,0.86,0,0,0,1,0,0
1641633,11,7,8,0,0,20,50,80,7,27,54,27,70,0,0,0.7,0.84,0,0,0,1,0,1
1165372,10,0,2,10,0,0,0,0,0,10,10,27,10,0,0,0.66,0.6,0,0,0,1,0,0
1938386,8,0,52,0,0,0,0,0,0,0,0,27,0,0,0,0.97,0.95,1,0,1,0,0,0
2814585,289,0,2,0,0,0,0,0,3,3,4,27,7,0,0,0.83,0.69,0,0,0,1,0,0
3109558,25,1,12,0,0,0,0,0,0,0,1,27,1,0,0,0.77,0.73,0,0,0,1,0,0
1361948,1,0,2,0,0,20,20,20,2,3,3,27,3,0,0,0.98,0.97,0,0,0,1,0,1
3141353,80,1,12,0,0,0,0,0,0,0,0,27,0,0,0,0.07,0.21,0,0,0,1,0,0
1223317,0,0,2,0,0,23,40,47,0,0,0,27,0,0,0,0.79,0.66,1,0,0,1,0,1
2924501,64,28,4,14,0,49,87,112,20,54,107,27,154,0,0,0.73,0.78,0,0,0,1,0,0
1295972,9,0,4,6,0,2,8,10,1,6,11,27,15,0,0,0.77,0.8,0,0,0,1,0,0
2194548,11,2,8,0,0,0,0,0,0,0,0,27,1,0,0,0.93,0.85,0,0,0,1,0,0
1278509,12,0,8,0,0,0,0,0,1,1,3,27,5,0,0,1,0.99,0,0,0,1,0,0
2990302,2,0,8,0,0,0,0,0,0,0,0,27,0,0,0,1,0.9,0,0,0,1,0,0
2022233,1,0,9,0,0,1,1,2,0,1,1,27,2,0,0,1,0.99,0,0,0,1,0,1
1840325,0,0,NA,0,0,0,0,0,4,70,199,27,285,0,0,-99,-99,1,0,0,1,0,1
1761165,9,8,8,0,0,9,18,18,3,8,15,27,27,0,0,0.92,0.88,0,0,0,1,0,0
1799026,348,42,8,5,0,0,0,0,17,52,104,27,167,0,0,-99,0,0,0,0,1,0,0
1322734,18,0,12,0,0,0,0,0,0,0,1,27,1,0,0,0.82,0.79,1,0,0,1,0,0
1393903,0,0,2,0,0,16,30,43,6,13,18,27,18,0,0,0.91,0.95,0,0,0,1,0,1
1700037,61,0,NA,0,0,0,0,0,0,0,0,27,0,0,0,-99,-99,1,0,0,0,0,0
1377538,2500,0,12,0,0,0,0,0,0,0,0,27,0,0,0,0.95,0.86,0,0,0,1,0,0
1798234,13,0,2,0,0,0,0,0,0,1,1,27,1,0,0,0.93,0.92,0,0,0,1,0,0
3070021,8,0,4,0,0,0,0,0,0,0,0,27,0,0,0,0.73,0.78,0,0,0,1,0,0
1803491,5,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.81,0.85,0,0,0,1,0,0
2062296,12,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.89,0.88,0,0,1,1,0,0
1627196,12,1,8,0,0,0,6,12,1,6,15,27,25,0,0,0.85,0.78,0,0,0,1,0,0
1669782,3,0,9,0,0,0,0,0,0,0,0,27,0,0,0,0.68,0.66,0,0,0,1,0,0
1759035,5,0,2,0,0,5,5,5,0,0,0,27,0,0,0,0.85,0.8,1,0,1,1,0,0
1340951,5185,83,2,0,0,0,0,0,4,4,4,27,4,0,0,1,1,0,0,0,1,0,0
1817831,6,2,2,0,0,0,0,0,1,3,8,27,11,0,0,1,1,0,0,0,1,0,0
1342941,6,2,3,0,0,0,3,9,1,4,13,27,21,0,0,0.88,0.91,0,0,0,1,0,1
1333318,107,0,8,0,0,0,0,0,3,20,65,27,89,0,0,0.96,0.98,0,0,0,1,0,0
2819554,134,3,8,0,0,0,0,0,0,5,11,27,13,0,0,0.7,0.86,0,0,0,1,0,0
1755336,188,12,10,0,0,0,0,0,0,4,6,27,8,0,0,0.89,0.9,0,0,0,1,0,0
3236731,3,0,12,0,0,0,0,0,0,0,0,27,0,0,0,0.73,0.79,0,0,0,1,0,0
1383129,1,0,8,0,0,2,4,5,0,2,3,27,4,0,0,0.12,0.38,0,0,0,1,0,1
1879012,5,1,2,0,0,12,24,42,3,11,21,27,32,0,0,1,0.93,0,0,0,1,0,1
1276509,-40,103,12,1,49,444,644,844,27,189,398,27,568,0,11,0.24,0.47,0,0,1,1,0,1
1589250,5,0,4,0,0,5,5,10,1,6,16,27,20,0,0,0.43,0.45,0,0,0,1,0,1
1514496,37,0,4,0,0,0,16,32,3,7,25,27,42,0,0,0.73,0.78,0,0,0,1,0,0
2292502,0,1,2,0,0,0,21,21,0,0,0,27,0,0,0,0.89,0.87,1,0,1,1,0,1
1380017,0,13,12,0,0,61,80,107,13,50,87,27,110,0,7,0.78,0.78,0,0,0,1,0,1
2218547,0,0,12,0,0,2,4,5,0,1,2,27,3,0,0,0.57,0.7,0,0,1,1,0,1
3190009,2293,27,8,0,0,0,0,0,7,40,80,27,119,0,0,0.94,0.9,0,0,0,1,0,0
3046664,4629,727,8,896,7,604,2114,3926,831,1947,3038,27,5643,0,0,0.27,0.13,0,0,0,1,0,0
1331664,5,4,8,0,0,30,45,60,6,15,23,27,41,0,0,0.95,0.97,0,0,0,1,0,1
2132863,54,59,8,5,0,30,60,90,16,43,77,27,125,0,0,0.19,0.39,0,0,0,1,0,0
1522712,4,0,2,0,0,12,20,28,3,7,21,27,27,0,0,0.66,0.69,0,0,0,1,0,0
3067855,21,17,8,12,0,2,2,2,3,11,23,27,36,0,2,0.27,0.53,0,0,0,1,0,0
1835576,1,0,12,0,0,0,0,0,0,0,0,27,0,0,0,0.78,0.78,0,0,0,1,0,0
1566169,-1,9,12,0,1,29,58,75,9,37,56,27,100,0,0,0.8,0.77,0,0,0,1,0,1
1790471,18,0,2,0,0,0,0,5,1,4,5,27,7,0,0,0.76,0.78,0,0,0,1,0,0
2955330,384,308,2,25,0,1102,1942,2878,316,995,1913,27,2759,0,144,0.33,0.32,0,0,0,1,0,0
2183376,105,48,8,20,0,109,225,340,39,127,245,27,384,0,0,0.78,0.86,0,0,0,1,0,0
1673793,0,0,8,0,0,13,23,28,6,15,28,27,43,0,0,0.61,0.57,0,0,0,1,0,1
1348121,-1,2,8,0,1,15,31,39,5,11,13,27,17,0,0,0.94,0.95,0,0,0,1,0,1
1336401,4,0,8,0,0,38,68,98,12,36,57,27,74,0,0,0.96,0.96,0,0,0,1,0,1
1882989,41,19,8,8,0,31,66,96,13,39,69,27,104,0,0,1,0.98,0,0,0,1,0,0
1787707,8,0,9,0,0,0,0,0,0,2,2,27,3,0,0,0.86,0.84,1,0,0,1,0,0
1467016,0,0,2,0,0,2,2,2,0,0,0,27,0,0,0,0.78,0.78,1,0,1,1,0,1
1187792,1,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0.46,0.35,0,0,0,1,0,1
3271575,14,0,2,0,0,0,0,0,0,2,6,27,8,0,0,0.99,0.97,0,0,0,1,0,0
1921398,53,0,NA,0,0,0,0,0,0,0,0,27,1,0,0,-99,-99,1,0,1,0,0,0
1721455,3,0,4,0,0,0,0,0,0,0,0,27,0,0,0,0.73,0.78,0,0,0,1,0,0
1206593,-341,0,12,150,185,1104,1480,1715,154,459,951,27,1331,0,0,0,0.02,0,0,0,1,0,1
1585189,1,3,9,0,0,4,13,16,4,6,14,27,18,0,0,0.68,0.66,0,0,0,1,0,1
1631955,21,101,8,8,6,471,798,1123,102,308,610,27,965,0,32,0.62,0.62,1,0,0,1,0,1
2228486,3,1,NA,0,0,0,0,0,0,0,0,27,0,0,0,-99,-99,1,0,0,1,0,0
1845258,7,2,8,0,0,0,0,0,0,1,2,27,2,0,0,0.26,0.34,0,0,0,1,0,0
1913960,0,0,8,0,0,4,6,7,1,3,4,27,4,0,0,0.8,0.82,0,0,0,1,0,1
1435435,58,0,8,5,0,93,113,123,7,15,35,27,55,0,0,0.93,0.86,0,0,0,1,0,0
1925194,3,3,12,0,0,3,3,3,1,2,6,27,6,0,0,0.1,0.27,0,0,0,1,0,0
1116812,296,152,2,94,0,504,1037,1679,227,762,1562,27,2379,0,0,1,0.95,0,0,0,1,0,0
1734762,5,0,4,0,0,0,0,0,0,0,0,27,0,0,0,0.73,0.78,0,0,0,1,0,0
3091164,268,44,8,20,0,125,248,412,54,173,368,27,574,0,0,0.91,0.85,0,0,0,1,0,0
3204045,0,1,8,0,0,3,4,6,3,4,6,27,7,0,0,0.98,0.98,0,0,0,1,0,1
1491653,0,0,2,0,0,16,16,16,0,0,0,27,0,0,6,0.65,0.67,1,0,1,1,0,0
2899112,9,0,8,0,0,0,0,0,0,2,2,27,4,0,0,0.82,0.81,0,0,0,1,0,0
1785778,6,0,8,0,0,0,0,0,0,0,0,27,1,0,0,0.86,0.88,0,0,0,1,0,0
2029807,137,2,8,0,0,0,0,0,1,3,22,27,33,0,0,0.99,0.95,0,0,0,1,0,0
2852003,100,0,8,0,0,0,0,0,0,0,0,27,0,0,0,-99,0.5,0,0,0,1,0,0
1744449,18,0,8,0,0,30,60,60,17,45,81,27,124,0,0,0.85,0.78,0,0,0,1,0,1
2960624,2,0,12,0,0,16,16,16,0,4,6,27,6,0,0,0.83,0.92,0,0,0,1,0,0
1329030,147,0,12,0,0,0,0,0,0,0,0,27,0,0,0,0.98,0.95,0,0,0,1,0,0
3084166,38,1,2,0,0,0,0,0,2,2,2,27,2,0,0,0.73,0.82,1,0,0,1,0,0
1571138,50,1,12,50,0,0,0,0,0,0,0,27,0,0,0,0.58,0.58,1,0,0,1,0,0
2189838,2,0,8,0,0,0,1,3,0,2,2,27,3,0,0,0.64,0.47,0,0,0,1,0,0
1219241,10,1,12,0,0,0,0,0,0,0,0,27,0,0,0,0.63,0.63,1,0,0,1,0,0
2243224,77,137,4,24,2,1359,2319,3135,178,787,1221,27,1236,0,72,0.57,0.7,0,0,0,1,0,1
1450986,500,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0.59,0.78,0,0,0,1,0,0
1165117,0,3,8,0,0,12,22,32,2,7,13,27,18,0,0,0.84,0.78,0,0,1,1,0,1
1526544,0,8,8,0,23,156,204,255,0,0,0,27,0,0,8,0,0,0,0,0,1,0,1
3190597,1,0,8,0,0,0,0,0,0,0,1,27,1,0,0,0.85,0.64,0,0,1,1,0,0
1739965,3,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.8,0.82,0,0,0,1,0,0
1646618,0,0,2,0,0,5,5,5,0,0,0,27,0,0,0,0,0,1,0,0,1,0,1
1559038,7,32,12,16,1,168,248,312,28,114,206,27,325,0,12,0.63,0.72,0,0,0,1,0,1
2209467,52,2,2,0,0,0,0,0,6,15,19,27,25,0,0,0.71,0.78,0,0,0,1,0,0
1765312,6,1,8,0,0,0,0,0,0,1,4,27,7,0,0,0.99,0.98,0,0,0,1,0,0
1923783,3,1,8,0,0,0,0,0,0,0,0,27,0,0,0,1,0.99,0,0,0,1,0,0
2955630,15,5,8,19,0,0,0,0,0,4,13,27,21,0,0,0.99,0.99,0,0,0,1,0,0
1413145,1,1,2,0,0,0,0,0,0,0,0,27,0,0,0,0.65,0.37,0,0,0,1,0,0
3062081,3,0,12,0,0,0,0,0,0,0,0,27,0,0,0,0.57,0.68,0,0,0,1,0,0
2135960,22,23,4,0,0,43,43,86,10,25,53,27,91,0,0,0.39,0.46,0,0,0,1,0,1
1367244,7,0,2,0,0,0,24,24,1,3,6,27,13,0,0,0.99,0.98,0,0,0,1,0,1
1554924,3,0,8,0,0,0,0,0,0,1,5,27,8,0,0,0.99,0.97,1,0,0,1,0,0
1609451,1,2,8,0,0,0,0,0,0,0,3,27,3,0,0,0.99,0.97,1,0,0,1,0,0
1281414,14,0,8,0,0,0,0,0,0,0,0,27,3,0,0,0.15,0.34,0,0,0,1,0,0
2238889,8,3,8,17,0,1,11,21,1,12,21,27,29,0,0,0.92,0.95,0,0,0,1,0,0
2064211,2,2,0,0,0,26,42,56,4,16,32,27,51,0,0,0,0,0,0,0,0,0,1
1308142,1,11,NA,0,0,0,0,0,2,3,3,27,3,0,0,-99,-99,1,0,0,0,0,1
1169497,16,1,8,0,0,0,0,0,0,0,0,27,0,0,0,0.81,0.77,0,0,0,1,0,0
3147198,8,0,4,0,0,0,0,0,0,0,0,27,0,0,0,0.73,0.78,0,0,1,1,0,0
3128685,2112,41,8,12,0,0,0,0,19,74,138,27,218,0,0,0.97,0.97,0,0,0,1,0,0
1993393,0,9,8,0,0,8,16,16,2,7,13,27,15,0,0,0.97,0.9,0,0,0,1,0,1
2180197,1,1,8,0,0,3,6,8,2,4,6,27,6,0,0,0.98,0.98,0,0,0,1,0,1
1974422,6,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.85,0.89,0,0,0,1,0,0
2096402,56,2,2,0,0,0,0,0,1,1,1,27,1,0,0,0.83,0.69,1,0,0,1,0,0
2256787,209,46,2,8,0,440,896,1376,119,429,770,27,969,0,0,0.96,0.96,0,0,0,1,0,0
2169240,4,0,9,0,0,0,0,0,0,0,2,27,2,0,0,0.98,0.98,0,0,0,1,0,0
1545490,85,42,0,11,0,174,336,484,44,168,356,27,537,0,0,0.93,0.86,0,0,0,0,0,1
1422817,1,0,8,0,0,1,2,3,0,1,1,27,1,0,0,0.8,0.82,0,0,0,1,0,1
2993200,0,0,2,340,0,0,0,0,0,0,0,27,0,0,0,0.67,0.69,1,0,0,1,0,0
1888726,7,32,8,0,0,146,255,327,18,64,159,27,243,0,17,0.05,0.12,0,0,1,1,0,1
3186040,66,5,4,0,0,0,0,0,0,2,11,27,17,0,0,0.73,0.78,0,0,0,1,0,0
3251914,148,45,8,11,0,16,32,64,7,52,125,27,202,0,0,0.99,0.99,0,0,0,1,0,0
2302540,66,1,8,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0
1212080,3953,3718,8,2288,0,1144,4264,6760,5605,13447,19792,27,29380,0,0,-99,0.44,0,0,0,0,0,0
1922784,54,19,4,104,0,0,27,45,5,60,126,27,265,0,0,0.73,0.78,0,0,1,1,0,0
1460244,4,0,2,0,0,3,12,24,1,7,12,27,16,0,0,0.99,0.99,0,0,0,1,0,1
3182294,0,0,NA,0,0,0,0,0,0,0,0,27,0,0,0,-99,-99,0,0,1,1,0,0
1978908,2,1,2,0,0,25,25,25,7,10,17,27,20,0,0,0.95,0.92,0,0,0,1,0,1
2175098,24,139,8,0,2,516,516,516,287,351,429,27,544,0,0,0.81,0.77,0,0,0,1,0,0
2150843,13,0,8,0,0,35,47,71,6,57,88,27,113,0,0,0.75,0.52,0,0,0,1,0,0
2995209,4,0,2,0,0,0,0,0,0,0,2,27,2,0,0,0.37,0.34,0,0,0,1,0,0
1302750,1,1,9,2,0,0,0,0,0,1,3,27,3,0,0,0.34,0.41,0,0,0,1,0,0
2079523,0,1,2,0,0,37,37,37,0,0,0,27,0,0,0,0.12,0.1,1,0,1,1,0,1
2005548,3,0,8,0,0,14,14,14,0,4,7,27,9,0,0,0.6,0.49,0,0,1,1,0,0
1629999,56,0,8,0,0,0,0,0,1,1,5,27,8,0,0,0.98,0.99,0,0,0,1,0,0
2953404,4397,2,NA,0,0,0,0,0,0,0,0,27,12,0,0,-99,-99,0,0,0,1,0,0
1985584,25,1,2,0,0,0,0,0,0,0,0,27,0,0,0,0.98,0.96,1,0,1,1,0,0
1278484,5,0,8,0,0,0,2,4,0,3,3,27,5,0,0,0.77,0.73,0,0,0,1,0,0
2847682,535,317,3,168,0,1320,2304,3456,243,656,687,27,687,0,24,0.41,0.46,1,0,0,1,0,0
1910772,11,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.42,0.36,0,0,0,1,0,0
2193261,9,1,8,0,0,0,0,0,0,0,0,27,0,0,0,0.35,0.37,0,0,0,1,0,0
1780644,0,0,2,0,0,20,22,22,0,0,0,27,0,0,0,0.78,0.74,1,0,0,1,0,1
2273835,3,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0.59,0.44,1,0,0,1,0,0
1217513,19,1,12,0,0,0,0,0,0,0,0,27,0,0,0,0.63,0.63,1,0,0,1,0,0
2143215,0,0,10,0,0,8,18,23,1,8,10,27,14,0,0,0.89,0.9,0,0,0,1,0,1
1715379,3,0,9,0,0,0,0,0,0,0,0,27,0,0,0,0.52,0.41,0,0,0,1,0,0
1416161,4,0,8,0,0,34,84,109,7,21,33,27,50,0,0,0.92,0.94,0,0,0,1,0,1
2101497,2,0,4,0,0,4,6,9,4,4,8,27,9,0,0,0.77,0.85,0,0,0,1,0,1
1881018,6,0,9,0,0,0,0,0,0,0,0,27,0,0,0,0.68,0.66,0,0,0,1,0,0
2924574,426,1,2,0,0,0,0,0,0,0,0,27,18,0,0,0.98,0.91,0,0,0,1,0,0
3196653,6,2,NA,0,0,0,0,0,0,0,7,27,16,0,0,-99,-99,1,0,1,1,0,0
1171611,90,0,2,25,0,65,143,234,21,53,101,27,150,0,0,1,1,0,0,0,1,0,0
1658394,0,0,9,0,0,11,16,21,1,3,8,27,10,0,0,0.43,0.45,0,0,0,1,0,1
1703599,5,0,3,0,0,0,0,0,0,0,0,27,0,0,0,0.89,0.9,0,0,0,1,0,0
1178924,0,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.88,0.7,0,0,1,1,0,0
2282424,6,0,8,0,0,19,19,30,4,15,32,27,61,0,18,0.18,0.31,0,0,0,1,0,1
1110865,34,1,9,0,0,0,10,20,2,9,20,27,44,0,0,1,0.95,0,0,0,1,0,1
1237464,210,1,8,0,0,0,0,0,0,1,2,27,5,0,0,0.79,0.61,1,0,0,1,0,0
2246705,260,77,2,29,0,112,224,448,45,140,268,27,383,0,0,1,0.99,0,0,0,1,0,0
1584090,0,0,2,0,0,20,27,27,0,0,0,27,0,0,0,0.69,0.69,1,0,0,1,0,1
2812740,6,0,8,0,0,0,0,2,1,1,3,27,4,0,0,0.98,0.97,0,0,0,1,0,0
2853716,27,16,8,0,0,42,74,106,12,36,63,27,87,0,0,0.98,0.92,0,0,1,1,0,0
1189182,88,0,2,0,0,0,0,0,2,5,7,27,8,0,0,0.74,0.76,0,0,0,1,0,0
2831931,11,0,8,0,0,0,0,0,1,5,10,27,16,0,0,0.52,0.73,0,0,0,1,0,0
1538740,62,47,2,0,0,100,200,250,5,16,16,27,16,0,0,0.87,0.94,1,0,0,1,0,1
1695318,500,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.59,0.78,0,0,0,1,0,0
3155603,17,0,9,0,0,0,0,0,0,0,0,27,2,0,0,0.99,0.99,0,0,0,1,0,0
3013205,51,0,9,0,0,0,0,0,0,0,1,27,1,0,0,0.85,0.82,0,0,0,1,0,0
3098307,5,0,8,0,0,6,6,12,2,5,9,27,12,0,0,0.98,0.99,0,0,0,1,0,0
1134024,13,0,8,0,0,29,61,102,12,29,73,27,95,0,0,0.96,0.96,0,0,0,1,0,1
2946061,0,0,8,0,0,2,3,4,1,3,3,27,3,0,0,0.79,0.66,0,0,0,1,0,0
3201946,91,0,NA,0,0,0,0,0,0,1,2,27,3,0,0,-99,-99,0,0,0,1,0,0
1716042,908,297,2,45,0,478,478,1048,228,703,1266,27,1640,0,0,0.82,0.89,0,0,0,1,0,0
3138326,0,0,8,0,0,5,5,5,0,0,0,27,0,0,0,0.37,0.34,0,0,0,1,0,0
1287846,286,105,8,102,0,381,675,969,119,288,566,27,830,0,0,0.94,0.96,0,0,0,1,0,0
